latitude,longitude,NDVI
48.37427804983623,-114.84960907468081,0.02327502705156803
48.37427804983623,-114.75977754626886,0.01953793317079544
48.37427804983623,-114.66994601785692,0.0083635738119483
48.37427804983623,-114.58011448944497,0.008497609756886959
48.37427804983623,-114.49028296103302,0.03311862424015999
48.37427804983623,-114.40045143262105,0.01920200325548649
48.37427804983623,-114.3106199042091,0.009907796047627926
48.37427804983623,-114.22078837579716,0.012887409888207912
48.37427804983623,-114.1309568473852,0.02184557355940342
48.37427804983623,-114.04112531897324,0.02170388400554657
48.464109578248184,-115.92758741562425,0.05799206718802452
48.464109578248184,-115.8377558872123,0.03942742198705673
48.464109578248184,-115.74792435880035,0.02563067525625229
48.464109578248184,-115.65809283038838,0.028277134522795677
48.464109578248184,-115.56826130197643,0.039410822093486786
48.464109578248184,-115.47842977356449,0.02949119545519352
48.464109578248184,-115.38859824515254,0.07462320476770401
48.464109578248184,-115.29876671674059,0.06142241507768631
48.464109578248184,-115.20893518832862,0.05537041649222374
48.464109578248184,-115.11910365991668,0.06610044091939926
48.464109578248184,-115.02927213150473,0.03658536449074745
48.464109578248184,-114.93944060309278,0.014801491051912308
48.464109578248184,-114.84960907468081,0.01079870481044054
48.464109578248184,-114.75977754626886,0.01948208548128605
48.464109578248184,-114.66994601785692,0.0196195337921381
48.464109578248184,-114.58011448944497,0.014940504916012287
48.464109578248184,-114.49028296103302,0.01750314235687256
48.464109578248184,-114.40045143262105,0.01900673285126686
48.464109578248184,-114.3106199042091,0.005499680060893297
48.464109578248184,-114.22078837579716,-0.0008576108957640827
48.464109578248184,-114.1309568473852,0.028214989230036736
48.464109578248184,-114.04112531897324,0.027341343462467194
48.55394110666013,-117.00556575656768,0.016372360289096832
48.55394110666013,-116.91573422815571,0.014079616405069828
48.55394110666013,-116.82590269974376,0.013933942653238773
48.55394110666013,-116.73607117133182,0.005097831133753061
48.55394110666013,-116.64623964291987,-0.003073398256674409
48.55394110666013,-116.55640811450792,0.027287015691399574
48.55394110666013,-116.46657658609595,0.06032942980527878
48.55394110666013,-116.376745057684,0.03269975632429123
48.55394110666013,-116.28691352927206,0.01586856320500374
48.55394110666013,-116.1970820008601,0.009748783893883228
48.55394110666013,-116.10725047244814,0.04695186764001846
48.55394110666013,-116.0174189440362,0.059131015092134476
48.55394110666013,-115.92758741562425,0.048027995973825455
48.55394110666013,-115.8377558872123,0.023051591590046883
48.55394110666013,-115.74792435880035,-0.006398267578333616
48.55394110666013,-115.65809283038838,0.021411338821053505
48.55394110666013,-115.56826130197643,0.012892154976725578
48.55394110666013,-115.47842977356449,0.02446148172020912
48.55394110666013,-115.38859824515254,0.03450174257159233
48.55394110666013,-115.29876671674059,0.045988451689481735
48.55394110666013,-115.20893518832862,0.04315628111362457
48.55394110666013,-115.11910365991668,0.055169980973005295
48.55394110666013,-115.02927213150473,0.032786883413791656
48.55394110666013,-114.93944060309278,0.023333478718996048
48.55394110666013,-114.84960907468081,0.01627364754676819
48.55394110666013,-114.75977754626886,0.018503213301301003
48.55394110666013,-114.66994601785692,0.01948012039065361
48.55394110666013,-114.58011448944497,0.01748642511665821
48.55394110666013,-114.49028296103302,0.022633500397205353
48.55394110666013,-114.40045143262105,-0.004304060246795416
48.55394110666013,-114.3106199042091,0.0028111860156059265
48.55394110666013,-114.22078837579716,0.00786601658910513
48.55394110666013,-114.1309568473852,0.015171222388744354
48.55394110666013,-114.04112531897324,0.010560058057308197
48.64377263507209,-118.17337562592304,0.04495123401284218
48.64377263507209,-118.0835440975111,0.03572599217295647
48.64377263507209,-117.99371256909915,0.035892561078071594
48.64377263507209,-117.9038810406872,0.03403811529278755
48.64377263507209,-117.81404951227525,0.027568921446800232
48.64377263507209,-117.72421798386328,0.020316965878009796
48.64377263507209,-117.63438645545133,0.011778764426708221
48.64377263507209,-117.54455492703939,0.020866142585873604
48.64377263507209,-117.45472339862744,0.016745157539844513
48.64377263507209,-117.36489187021547,0.021687055006623268
48.64377263507209,-117.27506034180352,0.009258736856281757
48.64377263507209,-117.18522881339157,0.01216084323823452
48.64377263507209,-117.09539728497963,0.01761430688202381
48.64377263507209,-117.00556575656768,0.015368498861789703
48.64377263507209,-116.91573422815571,0.017666293308138847
48.64377263507209,-116.82590269974376,0.015259246341884136
48.64377263507209,-116.73607117133182,0.008700498379766941
48.64377263507209,-116.64623964291987,0.0031887649092823267
48.64377263507209,-116.55640811450792,0.030766427516937256
48.64377263507209,-116.46657658609595,0.02521488256752491
48.64377263507209,-116.376745057684,0.04671482741832733
48.64377263507209,-116.28691352927206,0.030510801821947098
